tweet_id,source,text,rating_numerator,rating_denominator,name,favorites,retweets,user_followers,user_favourites,jpg_url,dog_stage,year,month,day,rating,dog_type,confidence_list
1201012736,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rizzy. She smiles a lot. 12/10 contagious af https://t.co/TU4sZogVIq,12.0,10.0,Rizzy,12675,3728,7434165,139632,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,None,2016,10,21,12.0,schipperke,0.363272
-266924032,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stella. She's happier than I will ever be. 10/10 would trade lives with https://t.co/JSs2bfDtTS,10.0,10.0,Stella,9810,2847,7434165,139632,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,None,2016,10,21,10.0,malamute,0.81286
-1546186751,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet https://t.co/2jwxxtNzoN,12.0,10.0,Bo,10450,3087,7434165,139632,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,None,2016,10,20,12.0,Chihuahua,0.746135
-2078871552,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af https://t.co/3BXh073tDm",11.0,10.0,Lucy,29495,13673,7434734,139633,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,None,2016,10,20,11.0,golden_retriever,0.0340897
-1374257152,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Butter. She can have whatever she wants forever. 12/10 would hug softly https://t.co/x5gXRS1abq,12.0,10.0,Butter,29528,11368,7434165,139632,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,None,2016,10,19,12.0,cocker_spaniel,0.500509
-187293696,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dexter. He breaks hearts for a living. 11/10 h*ckin handsome af https://t.co/4DhSsC1W7S,11.0,10.0,Dexter,16789,5854,7434165,139632,https://pbs.twimg.com/media/CvEAqQoWgAADj5K.jpg,None,2016,10,18,11.0,golden_retriever,0.805238
-1688801279,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Atlas is back and this time he's got doggles. Still 13/10 solarly conscious af https://t.co/s7MgFWDySc,13.0,10.0,None,7793,2338,7434165,139632,https://pbs.twimg.com/media/CvAr88kW8AEKNAO.jpg,None,2016,10,18,13.0,Samoyed,0.73548
584454144,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Leo. He's a golden chow. Rather h*ckin rare. 13/10 would give extra pats https://t.co/xosHjFzVXc,13.0,10.0,Leo,6630,1439,7434165,139632,https://pbs.twimg.com/media/CvASw6dWcAQmo3X.jpg,None,2016,10,17,13.0,chow,0.814145
160923648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Frank. He wears sunglasses and walks himself. 11/10 I'll never be this cool or independent https://t.co/pNNjBtHWPc,11.0,10.0,Frank,9342,3366,7434165,139632,https://pbs.twimg.com/media/Cu7dg2RXYAIaGXE.jpg,None,2016,10,17,11.0,pug,0.362835
-904519679,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Moose. He's rather h*ckin dangerous (you can tell by the collar). 11/10 would still attempt to snug https://t.co/lHVHGdDzb3,11.0,10.0,Moose,11666,3128,7434165,139632,https://pbs.twimg.com/media/Cu1mQsDWEAAU_VQ.jpg,None,2016,10,15,11.0,Chihuahua,0.900483
1662394368,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lincoln. He forgot to use his blinker when he changed lanes just now. Guilty as h*ck. Still 10/10 https://t.co/lsrR83SiVp,10.0,10.0,Lincoln,8386,1923,7434165,139632,https://pbs.twimg.com/media/Cu0hlfwWYAEdnXO.jpg,None,2016,10,15,10.0,golden_retriever,0.105703
-816422912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho. 12/10 would hire https://t.co/ibj5g6xaAj,12.0,10.0,Rory,28607,8822,7434165,139632,https://pbs.twimg.com/media/Cuvau3MW8AAxaRv.jpg,None,2016,10,14,12.0,golden_retriever,0.915303
550920192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af 9.75/10 https://t.co/yBO5wuqaPS",9.75,10.0,Logan,19559,6715,7434165,139632,https://pbs.twimg.com/media/CurzvFTXgAA2_AP.jpg,None,2016,10,13,9.75,Pomeranian,0.467321
-761860096,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Honestly Kathleen I just want more Ken Bone"" 12/10 https://t.co/HmlEvAMP4r",12.0,10.0,None,11473,2829,7434165,139632,https://pbs.twimg.com/media/CurLmoqXgAEPoJ-.jpg,None,2016,10,13,12.0,Leonberg,0.512034
253169664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dale. He's a real spookster. Did me quite the frighten. 11/10 not too spooky to pet tho https://t.co/L8BWDD4oBX,11.0,10.0,Dale,10119,3412,7434165,139632,https://pbs.twimg.com/media/CuqM0fVWAAAboKR.jpg,None,2016,10,13,11.0,Pembroke,0.709512
815136773,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution https://t.co/78c9W8kLFh,11.0,10.0,Mattie,16461,5263,7434165,139632,https://pbs.twimg.com/media/CulDnZpWcAAGbZ-.jpg,None,2016,10,12,11.0,Labrador_retriever,0.478193
18223104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lucy. She's strives to be the best potato she can be. 12/10 would boop https://t.co/lntsj7Fc4Y,12.0,10.0,Lucy,12216,3483,7434165,139632,https://pbs.twimg.com/media/CugtKeXWEAAamDZ.jpg,None,2016,10,11,12.0,toy_poodle,0.00849262
-1940488191,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af. 12/10 would rub my face against his https://t.co/1j9kLGb4wV,12.0,10.0,Rusty,7184,2016,7434165,139632,https://pbs.twimg.com/ext_tw_video_thumb/785872596088811520/pu/img/5O-_BgqdFQu_2Bt7.jpg,None,2016,10,11,12.0,Great_Pyrenees,0.392108
-27914236,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dallas. Her tongue is ridiculous. 11/10 h*ckin proud af https://t.co/h4jhlH4EyG,11.0,10.0,Dallas,9795,2211,7434165,139632,https://pbs.twimg.com/media/CubGchjXEAA6gpw.jpg,None,2016,10,10,11.0,miniature_pinscher,0.436023
731254784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Doc. He requested to be carried around like that. 12/10 anything for Doc https://t.co/mWYACm4qnx,12.0,10.0,Doc,7804,1801,7434165,139632,https://pbs.twimg.com/media/CuXSHNnWcAIWEwn.jpg,None,2016,10,9,12.0,chow,0.056137
-1923743744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hero. He was enjoying the car ride until he remembered that bees are dying globally at an alarming rate. 11/10 https://t.co/cubFg7F4qQ,11.0,10.0,Hero,13012,5356,7434165,139632,https://pbs.twimg.com/media/CuV8yfxXEAAUlye.jpg,None,2016,10,9,11.0,Eskimo_dog,0.0274944
1981222914,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He's going D1 for sure. Insane vertical. 13/10 would draft https://t.co/AsykOwMrXQ,13.0,10.0,Rusty,10893,3558,7434165,139632,https://pbs.twimg.com/media/CuRDF-XWcAIZSer.jpg,None,2016,10,8,13.0,chow,0.0903414
-1030328319,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Frankie. He has yet to learn how to control his tongue. 11/10 maybe one day https://t.co/p6fgYe2dB6,11.0,10.0,Frankie,9643,2791,7434165,139632,https://pbs.twimg.com/media/CuMqhGrXYAQwRqU.jpg,None,2016,10,7,11.0,malamute,0.757764
-665382912,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stormy. He's curly af. Already pupared for Coachella next year. 12/10 https://t.co/PHA1vtqqpt,12.0,10.0,Stormy,6122,1414,7434165,139632,https://pbs.twimg.com/media/CuLcNkCXgAEIwK2.jpg,None,2016,10,7,12.0,miniature_poodle,0.744819
-573173758,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Mairi. She has mastered the art of camouflage. 12/10 h*ckin sneaky af https://t.co/STcPjiNAHp,12.0,10.0,Mairi,7911,2161,7434165,139632,https://pbs.twimg.com/media/CuCxIzyWEAQTnQA.jpg,None,2016,10,6,12.0,Lakeland_terrier,0.26565900000000003
-82444284,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming. 12/10 one day he will be free https://t.co/kCRKlFg4AY,12.0,10.0,Loomis,11224,3547,7434165,139632,https://pbs.twimg.com/media/CuA-iRHXYAAWP8e.jpg,None,2016,10,5,12.0,chow,0.314265
-665354240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it. 11/10 would still pet https://t.co/s8W8Del9HQ,11.0,10.0,Finn,9071,2480,7434165,139632,https://pbs.twimg.com/media/Ct9u3ljW8AEnVIm.jpg,None,2016,10,5,11.0,Chihuahua,0.789
1087856640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af. 13/10 would snug well https://t.co/BO936YdJdi,13.0,10.0,Godi,18113,6065,7434165,139632,https://pbs.twimg.com/media/Ct8qn8EWIAAk9zP.jpg,None,2016,10,4,13.0,Norwegian_elkhound,0.87713
1821798400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave https://t.co/nfprKAXqwu,12.0,10.0,Dave,31395,12912,7434165,139632,https://pbs.twimg.com/media/Ct72q9jWcAAhlnw.jpg,None,2016,10,4,12.0,Cardigan,0.593858
2115399681,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Earl. He can't catch. Did his best tho. 11/10 would repair confidence with extra pats https://t.co/IsqyvbjFgM,11.0,10.0,Earl,8743,2444,7434165,139632,https://pbs.twimg.com/media/Ct4URfWUAAQ7lKe.jpg,None,2016,10,3,11.0,Chesapeake_Bay_retriever,0.240602
-732561408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable https://t.co/vOBV1ZqVcX,12.0,10.0,Cali,25892,8089,7434166,139632,https://pbs.twimg.com/media/Ct2qO5PXEAE6eB0.jpg,None,2016,10,3,12.0,golden_retriever,0.17139300000000002
2056749056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine https://t.co/zrMVdfFej6",10.0,10.0,Penny,18527,5936,7434166,139632,https://pbs.twimg.com/media/CtzKC7zXEAALfSo.jpg,None,2016,10,2,10.0,Irish_setter,0.574557
454340609,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Timmy. He's quite large. According to a trusted source it's actually a dog wearing a dog suit. 11/10 https://t.co/BIUchFwHqn,11.0,10.0,Timmy,8342,2059,7434166,139632,https://pbs.twimg.com/media/CtxZTtxUMAEduGo.jpg,None,2016,10,2,11.0,malamute,0.8408709999999999
928411648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Who keeps sending in pictures without dogs in them? This needs to stop. 5/10 for the mediocre road https://t.co/ELqelxWMrC,5.0,10.0,None,11211,2978,7434166,139632,https://pbs.twimg.com/media/CtkFS72WcAAiUrs.jpg,None,2016,9,30,5.0,Pembroke,0.438087
1695940608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 https://t.co/ya7bviQUUf,12.0,10.0,None,22264,6093,7434166,139632,https://pbs.twimg.com/media/CtiIj0AWcAEBDvw.jpg,None,2016,9,29,12.0,Chesapeake_Bay_retriever,0.0035225
2023100417,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oakley. He just got yelled at for going 46 in a 45. Churlish af. 11/10 would still pet so well https://t.co/xIYsa6LPA4,11.0,10.0,Oakley,9054,2311,7434166,139632,https://pbs.twimg.com/media/CteP5H5WcAEhdLO.jpg,None,2016,9,28,11.0,Mexican_hairless,0.8877709999999999
-124387328,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We normally don't rate lobsters, but this one appears to be a really good lobster. 10/10 would pet with caution https://t.co/YkHc7U7uUy",10.0,10.0,None,10474,3000,7434166,139632,https://pbs.twimg.com/media/Ctc_-BTWEAAQpZh.jpg,None,2016,9,28,10.0,Shetland_sheepdog,0.973841
223838208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dash. He's very stylish, but also incredibly unimpressed with the current state of our nation. 10/10 would pet ears first https://t.co/YElO4hvXI6",10.0,10.0,Dash,7717,2192,7434166,139632,https://pbs.twimg.com/media/CtYqeNHWgAATqYZ.jpg,None,2016,9,27,10.0,Chesapeake_Bay_retriever,0.488555
1909878786,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He has a weird relationship with tall grass. Slightly concerning. 11/10 would def still pet https://t.co/KQzSR8eCsw,11.0,10.0,Koda,5917,1428,7434166,139632,https://pbs.twimg.com/media/CtX2Kr9XYAAuxrM.jpg,None,2016,9,27,11.0,Siberian_husky,0.951963
-178814976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately https://t.co/mH0IOyFdIG,12.0,10.0,Hercules,12956,3657,7434166,139632,https://pbs.twimg.com/media/CtVAvX-WIAAcGTf.jpg,None,2016,9,27,12.0,Saint_Bernard,0.995143
1930854400,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a perturbed super floof. 12/10 would snug so damn well https://t.co/VG095mi09Q,12.0,10.0,None,6759,1905,7434166,139632,https://pbs.twimg.com/media/CtUMLzRXgAAbZK5.jpg,None,2016,9,26,12.0,golden_retriever,0.628312
890642432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bear. Don't worry, he's not a real bear tho. Contains unreal amounts of squish. 11/10 heteroskedastic af https://t.co/coi4l1T2Sm",11.0,10.0,Bear,5669,1175,7434166,139632,https://pbs.twimg.com/media/CtS_p9kXEAE2nh8.jpg,None,2016,9,26,11.0,Great_Dane,0.382491
89546752,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs. Pls stop sending in non-canines like this Urban Floof Giraffe. I can't handle this. 11/10 https://t.co/zHIqpM5Gni,11.0,10.0,None,9333,2456,7434166,139632,https://pbs.twimg.com/media/CtPMhwvXYAIt6NG.jpg,None,2016,9,25,11.0,vizsla,0.144012
-1709744128,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Scout. He really wants to kiss himself. H*ckin inappropriate. 11/10 narcissistic af https://t.co/x0gV2Ck3AD,11.0,10.0,Scout,20371,7787,7434167,139632,https://pbs.twimg.com/media/CtKHLuCWYAA2TTs.jpg,None,2016,9,25,11.0,golden_retriever,0.99383
-1210642431,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Reggie. He hugs everyone he meets. 12/10 keep spreading the love Reggie https://t.co/uMfhduaate,12.0,10.0,Reggie,12662,3993,7434169,139632,https://pbs.twimg.com/media/CtAAYizW8AAWzBZ.jpg,None,2016,9,23,12.0,toy_poodle,0.43108
966221825,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everybody drop what you're doing and look at this dog. 13/10 must be super h*ckin rare https://t.co/I1bJUzUEW5,13.0,10.0,None,15866,4963,7434169,139632,https://pbs.twimg.com/media/Cs_DYr1XEAA54Pu.jpg,None,2016,9,22,13.0,Chihuahua,0.721188
1297580032,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jay. He's really h*ckin happy about the start of fall. Sneaky tongue slip in 2nd pic. 11/10 snuggly af https://t.co/vyx1X5eyWI,11.0,10.0,Jay,21489,7986,7434169,139632,https://pbs.twimg.com/media/Cs-H5uhWcAAiNY9.jpg,None,2016,9,22,11.0,cocker_spaniel,0.7153510000000001
-820772863,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mya (pronounced ""mmmyah?""). Her head is round af. 11/10 would pat accordingly https://t.co/1dpEuALnY0",11.0,10.0,Mya,7396,1465,7434169,139632,https://pbs.twimg.com/media/Cs6r_-kVIAALh1p.jpg,None,2016,9,22,11.0,Staffordshire_bullterrier,0.351434
483876865,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Strider. He thinks he's a sorority girl. Already wants to go to NYC for a weekend to say he's ""studied abroad"" 10/10 https://t.co/KYZkPuiC1l",10.0,10.0,Strider,6194,1638,7434169,139632,https://pbs.twimg.com/media/Cs5ShihWEAAH2ti.jpg,None,2016,9,21,10.0,German_shepherd,0.515699
-984195072,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's a sailor pup. 11/10 would take to the open seas with https://t.co/0rRxyBQt32,11.0,10.0,Penny,4990,1113,7434169,139632,https://pbs.twimg.com/media/Cs47N3eWcAEmgiW.jpg,None,2016,9,21,11.0,Airedale,0.786089
1796628481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RIP Loki. Thank you for the good times. You will be missed by many. 14/10 https://t.co/gJKD9pst5A,14.0,10.0,None,14630,4774,7434169,139632,https://pbs.twimg.com/media/Cs12ICuWAAECNRy.jpg,None,2016,9,21,14.0,Pembroke,0.8483620000000001
-1818824704,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nala. She's a future Dogue model. Won't respond to my texts. 13/10 would be an honor to pet https://t.co/zP1IvAATWv,13.0,10.0,Nala,6248,1209,7434169,139632,https://pbs.twimg.com/media/Cs1fjyqWIAE2jop.jpg,None,2016,9,21,13.0,collie,0.345266
-157843456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has too much skin. Isn't happy about it. Quite pupset actually. Still 11/10 would comfort https://t.co/hhTfnPrWfb,11.0,10.0,Stanley,11142,3632,7434169,139632,https://pbs.twimg.com/media/Cs0HuUTWcAUpSE8.jpg,None,2016,9,20,11.0,Boston_bull,0.32207
-1567223808,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Wesley. He's clearly trespassing. Seems rather h*ckin violent too. Weaponized forehead. 3/10 wouldn't let in https://t.co/pL7wbMRW7M,3.0,10.0,Wesley,6812,1807,7434169,139632,https://pbs.twimg.com/media/CsuaUH2WAAAWJh1.jpg,None,2016,9,19,3.0,Afghan_hound,0.123529
-1483341824,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Yep... just as I suspected. You're not flossing."" 12/10 and 11/10 for the pup not flossing https://t.co/SuXcI9B7pQ",12.0,10.0,None,12033,3235,7434169,139632,https://pbs.twimg.com/media/CsrjryzWgAAZY00.jpg,None,2016,9,19,12.0,cocker_spaniel,0.253442
-1160310779,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. You can't look at him and not smile. Must've just had a blue pupsicle. 12/10 would snug intensely https://t.co/BnVTMtUeI3,12.0,10.0,Derek,9405,2734,7434169,139632,https://pbs.twimg.com/media/Csqqoo5WEAAMTVW.jpg,None,2016,9,18,12.0,chow,0.999823
559284224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He's being held so he doesn't fly away. 12/10 would set free https://t.co/d3aLyCykn7,12.0,10.0,Jeffrey,15324,4750,7434169,139632,https://pbs.twimg.com/media/Cskh9nRWYAAUxBP.jpg,None,2016,9,17,12.0,Chihuahua,0.988412
2002124800,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Solomon. He was arrested for possession of adorable and attempted extra pats on the head. 12/10 would post bail https://t.co/nFqLaOLUQA,12.0,10.0,Solomon,5228,1325,7434169,139632,https://pbs.twimg.com/media/CsfLUDbXEAAu0VF.jpg,None,2016,9,16,12.0,toy_poodle,0.51661
-925437951,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is O'Malley. That is how he sleeps. Doesn't care what you think about it. 10/10 comfy af https://t.co/Pq150LeRaC,10.0,10.0,O,10268,2765,7434738,139633,https://pbs.twimg.com/media/CsWfKadWEAAtmlS.jpg,None,2016,9,14,10.0,Rottweiler,0.502228
-220758016,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I can't tap the screen to make the hearts appear fast enough. 10/10 for the source of all future unproductiveness https://t.co/wOhuABgj6I,10.0,10.0,None,1964,166,7434170,139632,https://pbs.twimg.com/media/CsU4NKkW8AUI5eG.jpg,None,2016,9,14,10.0,pug,7.657020000000001e-05
-422158336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Blue. He was having an average day until his owner told him about Bront. 12/10 h*ckin hysterical af https://t.co/saRYTcxQeH,12.0,10.0,Blue,12543,2935,7434170,139632,https://pbs.twimg.com/media/CsRY1jAWYAUOx55.jpg,None,2016,9,13,12.0,chow,0.520022
1331036160,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tucker. He would like a hug. 13/10 someone hug him https://t.co/wdgY9oHPrT,13.0,10.0,Tucker,16632,5177,7434170,139632,https://pbs.twimg.com/media/CsGnz64WYAEIDHJ.jpg,None,2016,9,11,13.0,chow,0.316565
525754372,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Finley. She's a Beneboop Cumbersplash. 12/10 I'd do unspeakable things for Finley https://t.co/dS8SCbNF9P,12.0,10.0,Finley,9139,1939,7434170,139632,https://pbs.twimg.com/media/CsB-MYiXgAEQU20.jpg,None,2016,9,10,12.0,toy_poodle,0.7199409999999999
781586432,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sprinkles. He's trapped in light jail. 10/10 would post bail for him https://t.co/4s5Xlijogu,10.0,10.0,Sprinkles,7189,1904,7434170,139632,https://pbs.twimg.com/media/CsASZqRW8AA3Szw.jpg,None,2016,9,10,10.0,Walker_hound,0.6275930000000001
123146240,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I WAS SENT THE ACTUAL DOG IN THE PROFILE PIC BY HIS OWNER THIS IS SO WILD. 14/10 ULTIMATE LEGEND STATUS https://t.co/7oQ1wpfxIH,14.0,10.0,None,23274,6120,7434170,139632,https://pbs.twimg.com/media/Cr7q1VxWIAA5Nm7.jpg,None,2016,9,9,14.0,Eskimo_dog,0.5960449999999999
-1109987327,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Heinrich (pronounced ""Pat""). He's a Botswanian Vanderfloof. Snazzy af bandana. 12/10 downright puptacular https://t.co/G56ikYAqFg",12.0,10.0,Heinrich,6835,1894,7434170,139632,https://pbs.twimg.com/media/Cr2GNdlW8AAbojw.jpg,None,2016,9,8,12.0,Pomeranian,0.554331
1171652608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Loki. He knows he's adorable. One ear always pupared. 12/10 would snug in depicted fashion forever https://t.co/OqNggd4Oio,12.0,10.0,Loki,7063,1791,7434170,139632,https://pbs.twimg.com/media/CrzATQqWAAEHq2t.jpg,None,2016,9,8,12.0,silky_terrier,0.324251
1859518464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Shakespeare. He appears to be maximum level pettable. Born with no eyes tho (tragic). 10/10 probably wise https://t.co/rA8WUVOLBr,10.0,10.0,Shakespeare,5687,1418,7434170,139632,https://pbs.twimg.com/media/CryhFC0XEAA9wp_.jpg,None,2016,9,7,10.0,Old_English_sheepdog,0.969311
1263935490,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bungalo. She uses that face to get what she wants. It works unbelievably well. 12/10 would never say no to https://t.co/0Fcft7jl4N,12.0,10.0,Bungalo,24833,8173,7434170,139632,https://pbs.twimg.com/media/CrtYRMEWIAAUkCl.jpg,None,2016,9,6,12.0,Labrador_retriever,0.151406
2006417408,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Chip. He's a pupholder. Comes with the car. Requires frequent pettings. Shifts for you. 10/10 innovative af https://t.co/hG5WYT9ECn,10.0,10.0,Chip,10068,3510,7434170,139632,https://pbs.twimg.com/media/Crsgi9dWEAApQd8.jpg,None,2016,9,6,10.0,miniature_pinscher,0.08336879999999999
-699006975,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Grey. He's the dogtor in charge of your checkpup today. 12/10 I'd never miss an appointment https://t.co/9HEVPJEioD,12.0,10.0,Grey,10675,4495,7434170,139632,https://pbs.twimg.com/media/CrrtqjdXEAINleR.jpg,None,2016,9,6,12.0,Blenheim_spaniel,0.427766
-615120892,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",You need to watch these two doggos argue through a cat door. Both 11/10 https://t.co/qEP31epKEV,11.0,10.0,None,9164,4234,7434170,139632,https://pbs.twimg.com/ext_tw_video_thumb/772874595468795904/pu/img/t8gbjy2rA19xtQYR.jpg,None,2016,9,5,11.0,Norwegian_elkhound,0.138523
-2137645052,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Roosevelt. He's preparing for takeoff. Make sure tray tables are in their full pupright &amp; licked position
11/10 https://t.co/7CQkn3gHOQ",11.0,10.0,Roosevelt,8528,2543,7434170,139632,https://pbs.twimg.com/media/CrmhYYIXEAEcyYY.jpg,None,2016,9,5,11.0,basset,0.915351
